x,y,z,dx,dy,dz
-10.0,-24.0,-30.0,11907155.838355422,6508675.03694405,749876.8689845257
-10.0,-22.0,-30.0,10746101.878930481,6029209.197360556,768294.8466252852
-10.0,-20.0,-30.0,11262111.028278682,6141067.5477843145,1037064.052326983
-10.0,-18.0,-30.0,12118113.075992567,6221235.966132176,884138.991117357
-10.0,-16.0,-30.0,12845108.401551219,5925370.070597781,987127.954848139
-10.0,-14.0,-30.0,13581140.28420922,5331444.213466328,732051.6024175526
-10.0,-12.0,-30.0,14760191.88591222,5048922.592449151,473314.7486406248
-10.0,-10.0,-30.0,15015134.502767788,4363995.814896832,1381205.5659099398
-10.0,-8.0,-30.0,14552127.343305174,3288685.328034484,688365.006266567
-10.0,-6.0,-30.0,14289117.750452965,2634143.502299379,720019.0987966834
-10.0,-4.0,-30.0,14292137.300916951,1486513.3324744985,1017099.9375882477
-10.0,-2.0,-30.0,13041183.678501852,307082.95371637825,66357.38704520137
-10.0,0.0,-30.0,11326641.14418731,214933.70612969837,816042.9398085701
-10.0,2.0,-30.0,11620391.507312575,535430.187854309,468198.04071045213
-10.0,4.0,-30.0,11253401.777893761,220361.37153335425,199227.8520059618
-10.0,6.0,-30.0,10060351.746732742,2267906.9145889124,307929.8712971337
-10.0,8.0,-30.0,7980006.8656051,3759385.535518124,1048466.8998673348
-10.0,10.0,-30.0,8115105.153027828,3223273.1673412956,748542.4333421258
-10.0,12.0,-30.0,8012261.055134614,4689066.747704833,1591182.1971789752
-10.0,14.0,-30.0,6635821.158455975,5296088.81465272,1334416.8246314812
-10.0,16.0,-30.0,5861404.87424522,5263057.0385224335,1248382.2280403525
-10.0,18.0,-30.0,4575349.130207296,4770060.663510236,222904.46581308095
-10.0,20.0,-30.0,3016258.2259745286,2725600.658287652,275680.4572099726
-10.0,22.0,-30.0,2812022.179273345,1679507.6533263111,484930.8967370752
-10.0,24.0,-30.0,2594023.9432302588,1418510.4421086018,153918.98300825906
-10.0,26.0,-30.0,1930284.3692638085,2645779.217437261,1210718.439957715
-10.0,28.0,-30.0,4309981.462184068,5348079.748673111,789287.1834857508
-10.0,30.0,-30.0,2762896.513131228,8556386.724970588,242909.89869131616
-8.0,-30.0,-30.0,9301287.529967621,1843443.9623491385,1350915.6059849334
-8.0,-28.0,-30.0,9068400.102445336,5390251.910287747,1895092.5219514195
-8.0,-26.0,-30.0,10772421.54138367,6174782.38636174,753053.0446873575
-8.0,-24.0,-30.0,10514592.189239476,6392469.038974862,1367503.3875637357
-8.0,-22.0,-30.0,10638355.796471389,5533436.655285308,882193.498630326
-8.0,-20.0,-30.0,11313284.437865708,7730158.1235888,161282.8373700862
-8.0,-18.0,-30.0,12737160.507643128,7481188.77134069,606126.183270819
-8.0,-16.0,-30.0,13673114.454547953,6164124.64580019,176680.12239359194
-8.0,-14.0,-30.0,14682136.848272359,6084291.819585092,633073.6413720106
-8.0,-12.0,-30.0,14224114.781330978,6288920.370711515,510159.551223841
-8.0,-10.0,-30.0,13836122.591987759,4902721.831413378,1090171.7554271794
-8.0,-8.0,-30.0,14283146.224667843,2486013.5012128493,668033.3690852773
-8.0,-6.0,-30.0,14938180.94006864,1614377.5449996574,126891.9920936323
